Subject,Session,Trial,Trigger,Vividness
s015,session_2,79,23,3
s015,session_2,80,35,3
s015,session_2,81,27,4
s015,session_2,82,36,3
s015,session_2,83,23,2
s015,session_2,84,44,1
s015,session_2,85,33,4
s015,session_2,86,40,2
s015,session_2,87,30,3
s015,session_2,88,27,4
s015,session_2,89,34,4
s015,session_2,90,35,4
s015,session_2,91,21,3
s015,session_2,92,26,5
s015,session_2,93,23,2
s015,session_2,94,39,3
s015,session_2,95,38,2
s015,session_2,96,24,5
s015,session_2,97,30,4
s015,session_2,98,34,3
s015,session_2,99,22,2
s015,session_2,100,25,5
s015,session_2,101,21,3
s015,session_2,102,37,1
s015,session_2,103,27,4
s015,session_2,104,35,2
s015,session_2,105,26,5
s015,session_2,106,33,3
s015,session_2,107,34,3
s015,session_2,108,24,4
s015,session_2,109,30,3
s015,session_2,110,39,2
s015,session_2,111,21,3
s015,session_2,112,36,2
s015,session_2,113,23,2
s015,session_2,114,41,3
s015,session_2,115,21,1
s015,session_2,116,23,4
s015,session_2,117,29,5
s015,session_2,118,28,5
s015,session_2,119,26,4
s015,session_2,120,44,3
s015,session_2,121,33,3
s015,session_2,122,34,5
s015,session_2,123,38,3
s015,session_2,124,31,3
s015,session_2,125,32,4
s015,session_2,126,23,2
s015,session_2,127,31,4
s015,session_2,128,47,3
s015,session_2,129,45,2
s015,session_2,130,28,5
s015,session_2,131,46,3
s015,session_2,132,40,2
s015,session_2,133,30,5
s015,session_2,134,42,3
s015,session_2,135,35,4
s015,session_2,136,38,2
s015,session_2,137,22,2
s015,session_2,138,25,3
s015,session_2,139,43,2
s015,session_2,140,25,1
s015,session_2,141,44,2
s015,session_2,142,37,3
s015,session_2,143,31,4
s015,session_2,144,27,1
s015,session_2,145,29,5
s015,session_2,146,26,5
s015,session_2,147,39,4
s015,session_2,148,21,2
s015,session_2,149,29,1
s015,session_2,150,22,2
s015,session_2,151,23,3
s015,session_2,152,30,4
s015,session_2,153,45,5
s015,session_2,154,47,3
s015,session_2,155,28,1
s015,session_2,156,33,2
s015,session_2,157,21,1
s015,session_2,158,23,5
s015,session_2,159,25,5
s015,session_2,160,42,3
s015,session_2,161,35,1
s015,session_2,162,23,1
s015,session_2,163,40,3
s015,session_2,164,24,5
s015,session_2,165,33,1
s015,session_2,166,30,4
s015,session_2,167,31,3
s015,session_2,168,23,5
s015,session_2,169,22,1
s015,session_2,170,25,5
s015,session_2,171,21,2
s015,session_2,172,41,1
s015,session_2,173,28,5
s015,session_2,174,23,5
s015,session_2,175,35,1
s015,session_2,176,46,2
s015,session_2,177,21,1
s015,session_2,178,27,5
s015,session_2,179,34,2
s015,session_2,180,22,2
s015,session_2,181,23,3
s015,session_2,182,36,2
s015,session_2,183,34,4
s015,session_2,184,26,5
s015,session_2,185,32,1
s015,session_2,186,24,3
s015,session_2,187,23,1
s015,session_2,188,32,4
s015,session_2,189,36,2
s015,session_2,190,40,3
s015,session_2,191,26,5
s015,session_2,192,29,4
s016,session_1,1,32,5
s016,session_1,2,23,4
s016,session_1,3,42,4
s016,session_1,4,46,4
s016,session_1,5,45,3
s016,session_1,6,21,2
s016,session_1,7,41,3
s016,session_1,8,22,2
s016,session_1,9,40,4
s016,session_1,10,23,4
s016,session_1,11,23,5
s016,session_1,12,22,2
s016,session_1,13,27,3
s016,session_1,14,25,3
s016,session_1,15,34,4
s016,session_1,16,33,4
s016,session_1,17,44,4
s016,session_1,18,31,4
s016,session_1,19,23,4
s016,session_1,20,31,4
s016,session_1,21,23,4
s016,session_1,22,28,3
s016,session_1,23,32,5
s016,session_1,24,21,2
s016,session_1,25,30,4
s016,session_1,26,37,4
s016,session_1,27,24,2
s016,session_1,28,21,1
s016,session_1,29,36,3
s016,session_1,30,35,4
s016,session_1,31,23,4
s016,session_1,32,47,3
s016,session_1,33,29,4
s016,session_1,34,38,4
s016,session_1,35,35,5
s016,session_1,36,23,4
s016,session_1,37,29,3
s016,session_1,38,26,4
s016,session_1,39,26,4
s016,session_1,40,34,3
s016,session_1,41,28,3
s016,session_1,42,27,4
s016,session_1,43,39,3
s016,session_1,44,22,3
s016,session_1,45,33,3
s016,session_1,46,43,3
s016,session_1,47,24,4
s016,session_1,48,28,2
s016,session_1,49,30,4
s016,session_1,50,23,3
s016,session_1,51,29,3
s016,session_1,52,21,1
s016,session_1,53,24,3
s016,session_1,54,24,3
s016,session_1,55,30,5
s016,session_1,56,28,2
s016,session_1,57,22,3
s016,session_1,58,23,3
s016,session_1,59,26,3
s016,session_1,60,23,4
s016,session_1,61,35,5
s016,session_1,62,41,4
s016,session_1,63,34,5
s016,session_1,64,47,3
s016,session_1,65,22,1
s016,session_1,66,39,4
s016,session_1,67,25,2
s016,session_1,68,22,3
s016,session_1,69,34,4
s016,session_1,70,27,3
s016,session_1,71,33,4
s016,session_1,72,21,3
s016,session_1,73,38,5
s016,session_1,74,27,3
s016,session_1,75,33,4
s016,session_1,76,46,3
s016,session_1,77,32,4
s016,session_1,78,29,3
s016,session_1,79,42,3
s016,session_1,80,23,3
s016,session_1,81,31,4
s016,session_1,82,32,4
s016,session_1,83,37,4
s016,session_1,84,35,4
s016,session_1,85,36,4
s016,session_1,86,21,3
s016,session_1,87,25,3
s016,session_1,88,24,4
s016,session_1,89,31,3
s016,session_1,90,28,3
s016,session_1,91,45,4
s016,session_1,92,26,3
s016,session_1,93,30,4
s016,session_1,94,23,4
s016,session_1,95,40,3
s016,session_1,96,23,3
s016,session_1,97,43,4
s016,session_1,98,44,4
s016,session_1,99,28,5
s016,session_1,100,32,5
s016,session_1,101,39,4
s016,session_1,102,30,4
s016,session_1,103,32,3
s016,session_1,104,27,5
s016,session_1,105,23,4
s016,session_1,106,23,4
s016,session_1,107,40,3
s016,session_1,108,37,3
s016,session_1,109,22,2
s016,session_1,110,35,3
s016,session_1,111,42,3
s016,session_1,112,25,4
s016,session_1,113,23,4
s016,session_1,114,34,4
s016,session_1,115,31,3
s016,session_1,116,47,4
s016,session_1,117,34,4
s016,session_1,118,33,4
s016,session_1,119,22,2
s016,session_1,120,25,3
s016,session_1,121,33,4
s016,session_1,122,21,2
s016,session_1,123,26,3
s016,session_1,124,44,3
s016,session_1,125,23,4
s016,session_1,126,24,4
s016,session_1,127,29,3
s016,session_1,128,43,3
s016,session_1,129,30,4
s016,session_1,130,45,3
s016,session_1,131,21,2
s016,session_1,132,23,3
s016,session_1,133,27,4
s016,session_1,134,35,4
s016,session_1,135,41,5
s016,session_1,136,24,3
s016,session_1,137,26,3
s016,session_1,138,47,4
s016,session_1,139,25,3
s016,session_1,140,23,3
s016,session_1,141,23,3
s016,session_1,142,42,3
s016,session_1,143,33,4
s016,session_1,144,23,3
s016,session_1,145,26,3
s016,session_1,146,29,3
s016,session_1,147,35,3
s016,session_1,148,38,4
s016,session_1,149,40,3
s016,session_1,150,28,2
s016,session_1,151,27,3
s016,session_1,152,37,4
s016,session_1,153,45,3
s016,session_1,154,30,4
s016,session_1,155,22,2
s016,session_1,156,30,4
s016,session_1,157,38,4
s016,session_1,158,27,4
s016,session_1,159,31,3
s016,session_1,160,24,3
s016,session_1,161,32,3
s016,session_1,162,34,3
s016,session_1,163,39,4
s016,session_1,164,35,4
s016,session_1,165,22,2
s016,session_1,166,23,5
s016,session_1,167,33,5
s016,session_1,168,44,4
s016,session_1,169,22,2
s016,session_1,170,46,4
s016,session_1,171,23,4
s016,session_1,172,25,4
s016,session_1,173,21,2
s016,session_1,174,21,2
s016,session_1,175,36,3
s016,session_1,176,28,4
s016,session_1,177,43,3
s016,session_1,178,41,4
s016,session_1,179,21,2
s016,session_1,180,23,3
s016,session_1,181,36,4
s016,session_1,182,46,4
s016,session_1,183,29,3
s016,session_1,184,31,4
s016,session_1,185,31,4
s016,session_1,186,26,3
s016,session_1,187,34,4
s016,session_1,188,32,5
s016,session_1,189,22,2
s016,session_1,190,25,3
s016,session_1,191,29,4
s016,session_1,192,21,3
s016,session_2,1,42,3
s016,session_2,2,22,4
s016,session_2,3,46,4
s016,session_2,4,38,4
s016,session_2,5,31,3
s016,session_2,6,35,3
s016,session_2,7,22,4
s016,session_2,8,28,3
s016,session_2,9,24,3
s016,session_2,10,21,3
s016,session_2,11,30,5
s016,session_2,12,33,4
s016,session_2,13,31,4
s016,session_2,14,30,3
s016,session_2,15,36,3
s016,session_2,16,37,4
s016,session_2,17,47,4
s016,session_2,18,34,4
s016,session_2,19,23,3
s016,session_2,20,28,2
s016,session_2,21,32,3
s016,session_2,22,34,4
s016,session_2,23,29,3
s016,session_2,24,25,4
s016,session_2,25,29,4
s016,session_2,26,45,4
s016,session_2,27,23,3
s016,session_2,28,35,3
s016,session_2,29,40,3
s016,session_2,30,27,3
s016,session_2,31,43,4
s016,session_2,32,23,3
s016,session_2,33,28,4
s016,session_2,34,27,3
s016,session_2,35,44,4
s016,session_2,36,34,3
s016,session_2,37,39,3
s016,session_2,38,26,3
s016,session_2,39,32,3
s016,session_2,40,22,2
s016,session_2,41,21,2
s016,session_2,42,23,2
s016,session_2,43,33,3
s016,session_2,44,40,3
s016,session_2,45,26,3
s016,session_2,46,25,3
s016,session_2,47,23,4
s016,session_2,48,41,4
s016,session_2,49,30,3
s016,session_2,50,47,2
s016,session_2,51,34,3
s016,session_2,52,39,3
s016,session_2,53,37,3
s016,session_2,54,45,3
s016,session_2,55,22,2
s016,session_2,56,23,2
s016,session_2,57,29,3
s016,session_2,58,27,3
s016,session_2,59,30,3
s016,session_2,60,21,2
s016,session_2,61,35,3
s016,session_2,62,34,2
s016,session_2,63,46,3
s016,session_2,64,40,3
s016,session_2,65,36,4
s016,session_2,66,23,4
s016,session_2,67,33,3
s016,session_2,68,31,2
s016,session_2,69,23,3
s016,session_2,70,25,3
s016,session_2,71,28,3
s016,session_2,72,26,3
s016,session_2,73,22,2
s016,session_2,74,44,4
s016,session_2,75,41,4
s016,session_2,76,26,3
s016,session_2,77,29,5
s016,session_2,78,30,4
s016,session_2,79,24,3
s016,session_2,80,35,3
s016,session_2,81,32,3
s016,session_2,82,25,4
s016,session_2,83,42,3
s016,session_2,84,23,2
s016,session_2,85,27,3
s016,session_2,86,38,4
s016,session_2,87,23,4
s016,session_2,88,29,5
s016,session_2,89,21,3
s016,session_2,90,21,4
s016,session_2,91,23,4
s016,session_2,92,32,4
s016,session_2,93,33,4
s016,session_2,94,43,3
s016,session_2,95,22,2
s016,session_2,96,28,3
s016,session_2,97,29,3
s016,session_2,98,31,4
s016,session_2,99,23,4
s016,session_2,100,22,2
s016,session_2,101,23,3
s016,session_2,102,24,3
s016,session_2,103,45,3
s016,session_2,104,21,3
s016,session_2,105,47,4
s016,session_2,106,31,4
s016,session_2,107,25,3
s016,session_2,108,27,4
s016,session_2,109,26,4
s016,session_2,110,35,4
s016,session_2,111,25,4
s016,session_2,112,34,5
s016,session_2,113,27,3
s016,session_2,114,43,3
s016,session_2,115,22,3
s016,session_2,116,24,4
s016,session_2,117,38,4
s016,session_2,118,32,4
s016,session_2,119,36,3
s016,session_2,120,30,4
s016,session_2,121,28,4
s016,session_2,122,46,4
s016,session_2,123,44,4
s016,session_2,124,35,4
s016,session_2,125,24,4
s016,session_2,126,42,3
s016,session_2,127,32,5
s016,session_2,128,22,3
s016,session_2,129,33,4
s016,session_2,130,37,5
s016,session_2,131,23,4
s016,session_2,132,33,3
s016,session_2,133,23,4
s016,session_2,134,31,4
s016,session_2,135,23,5
s016,session_2,136,43,4
s016,session_2,137,21,2
s016,session_2,138,34,5
s016,session_2,139,21,4
s016,session_2,140,27,4
s016,session_2,141,41,3
s016,session_2,142,22,2
s016,session_2,143,33,3
s016,session_2,144,23,3
s016,session_2,145,45,3
s016,session_2,146,25,3
s016,session_2,147,33,4
s016,session_2,148,41,4
s016,session_2,149,23,3
s016,session_2,150,29,4
s016,session_2,151,34,4
s016,session_2,152,28,3
s016,session_2,153,22,2
s016,session_2,154,24,3
s016,session_2,155,35,4
s016,session_2,156,37,3
s016,session_2,157,44,4
s016,session_2,158,25,4
s016,session_2,159,26,5
s016,session_2,160,30,4
s016,session_2,161,32,4
s016,session_2,162,21,2
s016,session_2,163,35,4
s016,session_2,164,29,4
s016,session_2,165,24,3
s016,session_2,166,39,4
s016,session_2,167,23,3
s016,session_2,168,28,3
s016,session_2,169,38,3
s016,session_2,170,39,4
s016,session_2,171,46,3
s016,session_2,172,32,3
s016,session_2,173,22,2
s016,session_2,174,26,3
s016,session_2,175,27,3
s016,session_2,176,30,4
s016,session_2,177,31,4
s016,session_2,178,31,4
s016,session_2,179,23,3
s016,session_2,180,21,2
s016,session_2,181,23,5
s016,session_2,182,23,3
s016,session_2,183,47,3
s016,session_2,184,42,3
s016,session_2,185,26,3
s016,session_2,186,23,4
s016,session_2,187,40,4
s016,session_2,188,36,3
s016,session_2,189,21,4
s016,session_2,190,24,3
s016,session_2,191,23,4
s016,session_2,192,21,2
s017,session_1,1,21,5
s017,session_1,2,28,4
s017,session_1,3,27,5
s017,session_1,4,37,5
s017,session_1,5,35,5
s017,session_1,6,26,4
s017,session_1,7,32,5
s017,session_1,8,34,5
s017,session_1,9,31,5
s017,session_1,10,34,4
s017,session_1,11,26,5
s017,session_1,12,23,5
s017,session_1,13,45,5
s017,session_1,14,44,4
s017,session_1,15,40,5
s017,session_1,16,21,4
s017,session_1,17,25,5
s017,session_1,18,38,5
s017,session_1,19,26,5
s017,session_1,20,22,5
s017,session_1,21,42,4
s017,session_1,22,39,5
s017,session_1,23,22,4
s017,session_1,24,43,4
s017,session_1,25,29,5
s017,session_1,26,25,5
s017,session_1,27,41,4
s017,session_1,28,46,4
s017,session_1,29,33,5
s017,session_1,30,47,5
s017,session_1,31,30,5
s017,session_1,32,23,5
s017,session_1,33,33,5
s017,session_1,34,24,5
s017,session_1,35,32,5
s017,session_1,36,33,5
s017,session_1,37,39,5
s017,session_1,38,22,5
s017,session_1,39,21,5
s017,session_1,40,36,4
s017,session_1,41,24,5
s017,session_1,42,23,5
s017,session_1,43,23,5
s017,session_1,44,40,5
s017,session_1,45,23,5
s017,session_1,46,28,5
s017,session_1,47,30,4
s017,session_1,48,31,5
s017,session_1,49,23,5
s017,session_1,50,24,5
s017,session_1,51,44,4
s017,session_1,52,28,5
s017,session_1,53,23,5
s017,session_1,54,38,5
s017,session_1,55,29,5
s017,session_1,56,22,5
s017,session_1,57,26,5
s017,session_1,58,34,5
s017,session_1,59,32,5
s017,session_1,60,21,5
s017,session_1,61,33,5
s017,session_1,62,33,5
s017,session_1,63,39,5
s017,session_1,64,47,5
s017,session_1,65,30,4
s017,session_1,66,23,5
s017,session_1,67,23,4
s017,session_1,68,27,5
s017,session_1,69,35,5
s017,session_1,70,25,5
s017,session_1,71,41,5
s017,session_1,72,27,5
s017,session_1,73,45,5
s017,session_1,74,21,4
s017,session_1,75,31,5
s017,session_1,76,35,5
s017,session_1,77,37,5
s017,session_1,78,37,4
s017,session_1,79,23,5
s017,session_1,80,34,5
s017,session_1,81,40,5
s017,session_1,82,32,4
s017,session_1,83,21,5
s017,session_1,84,29,4
s017,session_1,85,26,5
s017,session_1,86,25,5
s017,session_1,87,30,5
s017,session_1,88,28,5
s017,session_1,89,23,5
s017,session_1,90,36,5
s017,session_1,91,28,5
s017,session_1,92,23,5
s017,session_1,93,46,5
s017,session_1,94,23,5
s017,session_1,95,31,5
s017,session_1,96,22,5
s017,session_1,97,29,5
s017,session_1,98,43,5
s017,session_1,99,45,5
s017,session_1,100,24,4
s017,session_1,101,42,5
s017,session_1,102,22,4
s017,session_1,103,33,5
s017,session_1,104,42,3
s017,session_1,105,23,5
s017,session_1,106,25,5
s017,session_1,107,22,5
s017,session_1,108,22,5
s017,session_1,109,27,5
s017,session_1,110,28,5
s017,session_1,111,36,5
s017,session_1,112,31,5
s017,session_1,113,38,4
s017,session_1,114,32,5
s017,session_1,115,35,5
s017,session_1,116,29,5
s017,session_1,117,27,5
s017,session_1,118,46,4
s017,session_1,119,26,5
s017,session_1,120,23,5
s017,session_1,121,22,4
s017,session_1,122,21,4
s017,session_1,123,21,4
s017,session_1,124,32,5
s017,session_1,125,21,5
s017,session_1,126,23,5
s017,session_1,127,41,5
s017,session_1,128,35,5
s017,session_1,129,30,5
s017,session_1,130,25,5
s017,session_1,131,34,5
s017,session_1,132,34,5
s017,session_1,133,24,5
s017,session_1,134,30,5
s017,session_1,135,23,5
s017,session_1,136,35,5
s017,session_1,137,44,4
s017,session_1,138,32,5
s017,session_1,139,22,5
s017,session_1,140,34,5
s017,session_1,141,22,5
s017,session_1,142,23,5
s017,session_1,143,31,5
s017,session_1,144,21,5
s017,session_1,145,23,5
s017,session_1,146,25,5
s017,session_1,147,30,5
s017,session_1,148,43,5
s017,session_1,149,27,5
s017,session_1,150,33,5
s017,session_1,151,23,5
s017,session_1,152,23,5
s017,session_1,153,24,5
s017,session_1,154,35,5
s017,session_1,155,36,5
s017,session_1,156,37,5
s017,session_1,157,26,5
s017,session_1,158,31,5
s017,session_1,159,31,5
s017,session_1,160,29,5
s017,session_1,161,22,5
s017,session_1,162,29,5
s017,session_1,163,40,5
s017,session_1,164,23,5
s017,session_1,165,28,5
s017,session_1,166,41,5
s017,session_1,167,34,5
s017,session_1,168,28,5
s017,session_1,169,42,5
s017,session_1,170,24,5
s017,session_1,171,44,5
s017,session_1,172,23,5
s017,session_1,173,43,4
s017,session_1,174,47,5
s017,session_1,175,46,5
s017,session_1,176,24,5
s017,session_1,177,27,5
s017,session_1,178,21,4
s017,session_1,179,32,5
s017,session_1,180,30,5
s017,session_1,181,47,4
s017,session_1,182,33,5
s017,session_1,183,21,5
s017,session_1,184,25,5
s017,session_1,185,45,5
s017,session_1,186,38,5
s017,session_1,187,26,5
s017,session_1,188,39,5
s017,session_1,189,35,5
s017,session_1,190,29,5
s017,session_1,191,27,5
s017,session_1,192,23,5
s017,session_2,1,34,3
s017,session_2,2,44,4
s017,session_2,3,38,3
s017,session_2,4,26,5
s017,session_2,5,46,4
s017,session_2,6,23,3
s017,session_2,7,43,3
s017,session_2,8,27,5
s017,session_2,9,34,3
s017,session_2,10,32,4
s017,session_2,11,27,5
s017,session_2,12,29,5
s017,session_2,13,24,5
s017,session_2,14,47,5
s017,session_2,15,31,4
s017,session_2,16,37,3
s017,session_2,17,45,4
s017,session_2,18,27,5
s017,session_2,19,26,5
s017,session_2,20,22,5
s017,session_2,21,21,5
s017,session_2,22,40,5
s017,session_2,23,23,5
s017,session_2,24,21,5
s017,session_2,25,35,3
s017,session_2,26,32,3
s017,session_2,27,24,5
s017,session_2,28,29,5
s017,session_2,29,33,3
s017,session_2,30,31,5
s017,session_2,31,25,5
s017,session_2,32,21,3
s017,session_2,33,25,5
s017,session_2,34,39,5
s017,session_2,35,23,4
s017,session_2,36,25,4
s017,session_2,37,23,4
s017,session_2,38,28,5
s017,session_2,39,23,5
s017,session_2,40,22,5
s017,session_2,41,42,4
s017,session_2,42,35,3
s017,session_2,43,40,5
s017,session_2,44,31,5
s017,session_2,45,22,5
s017,session_2,46,28,5
s017,session_2,47,30,4
s017,session_2,48,41,5
s017,session_2,49,23,3
s017,session_2,50,27,5
s017,session_2,51,46,5
s017,session_2,52,27,5
s017,session_2,53,33,3
s017,session_2,54,45,5
s017,session_2,55,23,5
s017,session_2,56,30,3
s017,session_2,57,21,4
s017,session_2,58,23,5
s017,session_2,59,26,5
s017,session_2,60,28,5
s017,session_2,61,23,4
s017,session_2,62,23,2
s017,session_2,63,25,5
s017,session_2,64,24,5
s017,session_2,65,32,5
s017,session_2,66,23,5
s017,session_2,67,37,4
s017,session_2,68,22,4
s017,session_2,69,36,5
s017,session_2,70,34,2
s017,session_2,71,40,4
s017,session_2,72,28,5
s017,session_2,73,41,4
s017,session_2,74,32,3
s017,session_2,75,43,5
s017,session_2,76,38,4
s017,session_2,77,29,5
s017,session_2,78,25,5
s017,session_2,79,29,5
s017,session_2,80,47,5
s017,session_2,81,34,4
s017,session_2,82,39,5
s017,session_2,83,44,4
s017,session_2,84,33,5
s017,session_2,85,21,5
s017,session_2,86,31,3
s017,session_2,87,42,4
s017,session_2,88,22,4
s017,session_2,89,23,5
s017,session_2,90,31,4
s017,session_2,91,21,3
s017,session_2,92,35,3
s017,session_2,93,22,5
s017,session_2,94,29,5
s017,session_2,95,26,5
s017,session_2,96,24,5
s017,session_2,97,23,5
s017,session_2,98,30,4
s017,session_2,99,21,4
s017,session_2,100,35,3
s017,session_2,101,23,4
s017,session_2,102,22,5
s017,session_2,103,28,5
s017,session_2,104,21,3
s017,session_2,105,24,5
s017,session_2,106,43,3
s017,session_2,107,25,5
s017,session_2,108,26,5
s017,session_2,109,35,4
s017,session_2,110,42,4
s017,session_2,111,30,4
s017,session_2,112,37,4
s017,session_2,113,41,5
s017,session_2,114,36,4
s017,session_2,115,44,4
s017,session_2,116,45,5
s017,session_2,117,26,5
s017,session_2,118,23,4
s017,session_2,119,47,4
s017,session_2,120,46,4
s017,session_2,121,22,4
s017,session_2,122,32,4
s017,session_2,123,31,5
s017,session_2,124,28,5
s017,session_2,125,21,4
s017,session_2,126,34,3
s017,session_2,127,32,5
s017,session_2,128,23,5
s017,session_2,129,38,5
s017,session_2,130,39,5
s017,session_2,131,23,4
s017,session_2,132,30,4
s017,session_2,133,33,4
s017,session_2,134,35,5
s017,session_2,135,33,3
s017,session_2,136,32,5
s017,session_2,137,27,4
s017,session_2,138,36,5
s017,session_2,139,21,5
s017,session_2,140,25,5
s017,session_2,141,22,5
s017,session_2,142,44,4
s017,session_2,143,34,4
s017,session_2,144,31,5
s017,session_2,145,22,4
s017,session_2,146,27,4
s017,session_2,147,21,4
s017,session_2,148,23,3
s017,session_2,149,29,5
s017,session_2,150,29,5
s017,session_2,151,23,4
s017,session_2,152,23,3
s017,session_2,153,39,4
s017,session_2,154,35,4
s017,session_2,155,43,5
s017,session_2,156,35,3
s017,session_2,157,47,4
s017,session_2,158,23,3
s017,session_2,159,24,5
s017,session_2,160,27,5
s017,session_2,161,42,4
s017,session_2,162,24,5
s017,session_2,163,21,3
s017,session_2,164,41,5
s017,session_2,165,28,4
s017,session_2,166,23,4
s017,session_2,167,45,3
s017,session_2,168,23,5
s017,session_2,169,31,4
s017,session_2,170,22,4
s017,session_2,171,37,4
s017,session_2,172,33,3
s017,session_2,173,23,3
s017,session_2,174,32,4
s017,session_2,175,28,5
s017,session_2,176,26,5
s017,session_2,177,25,5
s017,session_2,178,46,5
s017,session_2,179,33,5
s017,session_2,180,34,3
s017,session_2,181,34,4
s017,session_2,182,22,4
s017,session_2,183,24,5
s017,session_2,184,38,4
s017,session_2,185,26,5
s017,session_2,186,30,5
s017,session_2,187,30,5
s017,session_2,188,40,3
s017,session_2,189,30,4
s017,session_2,190,33,3
s017,session_2,191,36,3
s017,session_2,192,29,4
s018,session_1,1,35,5
s018,session_1,2,23,5
s018,session_1,3,35,5
s018,session_1,4,38,3
s018,session_1,5,23,5
s018,session_1,6,27,5
s018,session_1,7,46,5
s018,session_1,8,28,5
s018,session_1,9,22,5
s018,session_1,10,29,5
s018,session_1,11,25,5
s018,session_1,12,26,5
s018,session_1,13,21,1
s018,session_1,14,21,5
s018,session_1,15,41,5
s018,session_1,16,32,5
s018,session_1,17,30,4
s018,session_1,18,24,5
s018,session_1,19,23,5
s018,session_1,20,28,5
s018,session_1,21,47,5
s018,session_1,22,23,5
s018,session_1,23,21,5
s018,session_1,24,37,5
s018,session_1,25,23,5
s018,session_1,26,29,5
s018,session_1,27,40,4
s018,session_1,28,32,5
s018,session_1,29,33,3
s018,session_1,30,43,5
s018,session_1,31,34,4
s018,session_1,32,42,5
s018,session_1,33,30,5
s018,session_1,34,27,5
s018,session_1,35,22,5
s018,session_1,36,45,5
s018,session_1,37,25,5
s018,session_1,38,36,5
s018,session_1,39,34,5
s018,session_1,40,39,5
s018,session_1,41,31,5
s018,session_1,42,25,5
s018,session_1,43,26,5
s018,session_1,44,38,4
s018,session_1,45,30,5
s018,session_1,46,23,1
s018,session_1,47,33,5
s018,session_1,48,23,5
s018,session_1,49,24,5
s018,session_1,50,22,5
s018,session_1,51,23,2
s018,session_1,52,40,3
s018,session_1,53,42,5
s018,session_1,54,23,5
s018,session_1,55,29,5
s018,session_1,56,31,4
s018,session_1,57,26,4
s018,session_1,58,25,5
s018,session_1,59,24,5
s018,session_1,60,36,4
s018,session_1,61,26,5
s018,session_1,62,22,5
s018,session_1,63,32,1
s018,session_1,64,27,5
s018,session_1,65,37,5
s018,session_1,66,24,5
s018,session_1,67,35,5
s018,session_1,68,23,4
s018,session_1,69,28,5
s018,session_1,70,44,5
s018,session_1,71,41,5
s018,session_1,72,39,4
s018,session_1,73,31,5
s018,session_1,74,34,1
s018,session_1,75,29,5
s018,session_1,76,33,5
s018,session_1,77,39,4
s018,session_1,78,22,5
s018,session_1,79,33,5
s018,session_1,80,25,5
s018,session_1,81,38,5
s018,session_1,82,23,5
s018,session_1,83,27,5
s018,session_1,84,21,5
s018,session_1,85,34,5
s018,session_1,86,23,5
s018,session_1,87,21,4
s018,session_1,88,28,5
s018,session_1,89,43,5
s018,session_1,90,46,1
s018,session_1,91,35,2
s018,session_1,92,28,5
s018,session_1,93,29,5
s018,session_1,94,47,5
s018,session_1,95,24,5
s018,session_1,96,45,5
s018,session_1,97,32,5
s018,session_1,98,21,5
s018,session_1,99,26,5
s018,session_1,100,30,3
s018,session_1,101,30,2
s018,session_1,102,23,4
s018,session_1,103,35,5
s018,session_1,104,36,5
s018,session_1,105,45,4
s018,session_1,106,24,5
s018,session_1,107,44,5
s018,session_1,108,22,5
s018,session_1,109,27,5
s018,session_1,110,30,5
s018,session_1,111,25,5
s018,session_1,112,29,5
s018,session_1,113,37,5
s018,session_1,114,21,5
s018,session_1,115,32,5
s018,session_1,116,21,5
s018,session_1,117,41,4
s018,session_1,118,33,5
s018,session_1,119,23,5
s018,session_1,120,35,5
s018,session_1,121,34,5
s018,session_1,122,22,5
s018,session_1,123,34,5
s018,session_1,124,46,5
s018,session_1,125,28,5
s018,session_1,126,31,5
s018,session_1,127,26,4
s018,session_1,128,22,5
s018,session_1,129,47,5
s018,session_1,130,33,5
s018,session_1,131,31,5
s018,session_1,132,27,5
s018,session_1,133,23,5
s018,session_1,134,43,5
s018,session_1,135,23,5
s018,session_1,136,30,4
s018,session_1,137,40,4
s018,session_1,138,29,5
s018,session_1,139,22,5
s018,session_1,140,23,3
s018,session_1,141,25,5
s018,session_1,142,27,5
s018,session_1,143,41,5
s018,session_1,144,23,5
s018,session_1,145,47,5
s018,session_1,146,38,4
s018,session_1,147,25,5
s018,session_1,148,23,5
s018,session_1,149,30,5
s018,session_1,150,39,5
s018,session_1,151,21,5
s018,session_1,152,45,3
s018,session_1,153,46,5
s018,session_1,154,34,5
s018,session_1,155,33,5
s018,session_1,156,24,5
s018,session_1,157,29,5
s018,session_1,158,31,5
s018,session_1,159,23,5
s018,session_1,160,22,5
s018,session_1,161,28,5
s018,session_1,162,23,5
s018,session_1,163,21,5
s018,session_1,164,26,5
s018,session_1,165,23,4
s018,session_1,166,28,5
s018,session_1,167,44,4
s018,session_1,168,23,5
s018,session_1,169,34,5
s018,session_1,170,32,5
s018,session_1,171,35,2
s018,session_1,172,24,5
s018,session_1,173,27,5
s018,session_1,174,40,4
s018,session_1,175,43,5
s018,session_1,176,32,5
s018,session_1,177,33,4
s018,session_1,178,31,2
s018,session_1,179,36,5
s018,session_1,180,32,5
s018,session_1,181,42,3
s018,session_1,182,42,5
s018,session_1,183,35,5
s018,session_1,184,22,5
s018,session_1,185,37,1
s018,session_1,186,21,5
s018,session_1,187,23,5
s018,session_1,188,26,5
s018,session_1,189,44,2
s018,session_1,190,31,5
s018,session_1,191,22,4
s018,session_1,192,21,5
s018,session_2,1,25,5
